Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area
Sargodha,2009-10-04,Weekly,5.525783972125436,422485.8989547038,47.99940766550523,Urban
Sargodha,2009-10-11,Weekly,5.527351916376307,424008.19686411147,48.00322299651568,Urban
Sargodha,2009-10-18,Weekly,5.528919860627178,425530.49477351917,48.00703832752613,Urban
Sargodha,2009-10-25,Weekly,5.530487804878049,427052.7926829268,48.01085365853659,Urban
Sargodha,2009-11-01,Weekly,5.5320557491289195,428575.0905923345,48.01466898954704,Urban
Sargodha,2009-11-08,Weekly,5.53362369337979,430097.38850174216,48.01848432055749,Urban
Sargodha,2009-11-15,Weekly,5.535191637630662,431619.6864111498,48.02229965156795,Urban
Sargodha,2009-11-22,Weekly,5.536759581881533,433141.98432055744,48.0261149825784,Urban
Sargodha,2009-11-29,Weekly,5.538327526132404,434664.28222996515,48.02993031358885,Urban
Sargodha,2009-12-06,Weekly,5.539895470383275,436186.58013937285,48.03374564459931,Urban
Sargodha,2009-12-13,Weekly,5.541463414634146,437708.8780487805,48.03756097560976,Urban
Sargodha,2009-12-20,Weekly,5.543031358885018,439231.17595818813,48.04137630662021,Urban
Sargodha,2009-12-27,Weekly,5.544599303135889,440753.4738675958,48.045191637630666,Urban
Sargodha,2010-01-03,Weekly,5.54616724738676,442275.7717770035,48.049006968641116,Urban
Sargodha,2010-01-10,Weekly,5.5477351916376305,443798.0696864111,48.05282229965157,Urban
Sargodha,2010-01-17,Weekly,5.549303135888501,445320.3675958188,48.056637630662024,Urban
Sargodha,2010-01-24,Weekly,5.550871080139372,446842.66550522647,48.060452961672475,Urban
Sargodha,2010-01-31,Weekly,5.552439024390244,448364.9634146341,48.06426829268293,Urban
Sargodha,2010-02-07,Weekly,5.554006968641115,449887.2613240418,48.06808362369338,Urban
Sargodha,2010-02-14,Weekly,5.555574912891986,451409.55923344946,48.07189895470383,Urban
Sargodha,2010-02-21,Weekly,5.557142857142857,452931.85714285716,48.07571428571429,Urban
Sargodha,2010-02-28,Weekly,5.558710801393728,454454.1550522648,48.07952961672474,Urban
Sargodha,2010-03-07,Weekly,5.560278745644599,455976.45296167245,48.08334494773519,Urban
Sargodha,2010-03-14,Weekly,5.561846689895471,457498.7508710801,48.08716027874565,Urban
Sargodha,2010-03-21,Weekly,5.5634146341463415,459021.0487804878,48.0909756097561,Urban
Sargodha,2010-03-28,Weekly,5.564982578397212,460543.3466898955,48.09479094076655,Urban
Sargodha,2010-04-04,Weekly,5.566550522648083,462065.64459930314,48.09860627177701,Urban
Sargodha,2010-04-11,Weekly,5.568118466898954,463587.9425087108,48.10242160278746,Urban
Sargodha,2010-04-18,Weekly,5.569686411149826,465110.2404181184,48.10623693379791,Urban
Sargodha,2010-04-25,Weekly,5.571254355400697,466632.5383275261,48.11005226480837,Urban
Sargodha,2010-05-02,Weekly,5.572822299651568,468154.83623693377,48.11386759581882,Urban
Sargodha,2010-05-09,Weekly,5.574390243902439,469677.1341463415,48.11768292682927,Urban
Sargodha,2010-05-16,Weekly,5.57595818815331,471199.4320557491,48.121498257839725,Urban
Sargodha,2010-05-23,Weekly,5.577526132404181,472721.72996515676,48.125313588850176,Urban
Sargodha,2010-05-30,Weekly,5.5790940766550525,474244.02787456446,48.12912891986063,Urban
Sargodha,2010-06-06,Weekly,5.5806620209059234,475766.3257839721,48.132944250871084,Urban
Sargodha,2010-06-13,Weekly,5.582229965156794,477288.6236933798,48.136759581881535,Urban
Sargodha,2010-06-20,Weekly,5.583797909407665,478810.92160278745,48.140574912891985,Urban
Sargodha,2010-06-27,Weekly,5.585365853658536,480333.2195121951,48.14439024390244,Urban
Sargodha,2010-07-04,Weekly,5.586933797909408,481855.5174216028,48.14820557491289,Urban
Sargodha,2010-07-11,Weekly,5.588501742160279,483377.81533101044,48.152020905923344,Urban
Sargodha,2010-07-18,Weekly,5.59006968641115,484900.1132404181,48.1558362369338,Urban
Sargodha,2010-07-25,Weekly,5.591637630662021,486422.4111498258,48.15965156794425,Urban
Sargodha,2010-08-01,Weekly,5.593205574912892,487944.7090592334,48.16346689895471,Urban
Sargodha,2010-08-08,Weekly,5.594773519163763,489467.0069686411,48.16728222996516,Urban
Sargodha,2010-08-15,Weekly,5.5963414634146345,490989.3048780488,48.17109756097561,Urban
Sargodha,2010-08-22,Weekly,5.597909407665505,492511.6027874564,48.17491289198607,Urban
Sargodha,2010-08-29,Weekly,5.599477351916376,494033.9006968641,48.17872822299652,Urban
Sargodha,2010-09-05,Weekly,5.601045296167247,495556.19860627176,48.18254355400697,Urban
Sargodha,2010-09-12,Weekly,5.602613240418118,497078.4965156794,48.18635888501743,Urban
Sargodha,2010-09-19,Weekly,5.60418118466899,498600.7944250871,48.19017421602788,Urban
Sargodha,2010-09-26,Weekly,5.605749128919861,500123.09233449475,48.19398954703833,Urban
Sargodha,2010-10-03,Weekly,5.607317073170732,501645.39024390245,48.197804878048785,Urban
Sargodha,2010-10-10,Weekly,5.608885017421603,503167.6881533101,48.201620209059236,Urban
Sargodha,2010-10-17,Weekly,5.610452961672474,504689.98606271774,48.205435540069686,Urban
Sargodha,2010-10-24,Weekly,5.612020905923345,506212.28397212544,48.209250871080144,Urban
Sargodha,2010-10-31,Weekly,5.613588850174216,507734.5818815331,48.213066202090594,Urban
Sargodha,2010-11-07,Weekly,5.615156794425087,509256.87979094073,48.216881533101045,Urban
Sargodha,2010-11-14,Weekly,5.616724738675958,510779.17770034843,48.2206968641115,Urban
Sargodha,2010-11-21,Weekly,5.618292682926829,512301.4756097561,48.22451219512195,Urban
Sargodha,2010-11-28,Weekly,5.6198606271777,513823.7735191637,48.228327526132404,Urban
Sargodha,2010-12-05,Weekly,5.621428571428571,515346.0714285714,48.23214285714286,Urban
Sargodha,2010-12-12,Weekly,5.622996515679443,516868.36933797906,48.23595818815331,Urban
Sargodha,2010-12-19,Weekly,5.624564459930314,518390.66724738677,48.23977351916376,Urban
Sargodha,2010-12-26,Weekly,5.626132404181185,519912.9651567944,48.24358885017422,Urban
Sargodha,2011-01-02,Weekly,5.627700348432056,521435.26306620205,48.24740418118467,Urban
Sargodha,2011-01-09,Weekly,5.6292682926829265,522957.56097560975,48.25121951219512,Urban
Sargodha,2011-01-16,Weekly,5.630836236933797,524479.8588850175,48.25503484320558,Urban
Sargodha,2011-01-23,Weekly,5.632404181184669,526002.1567944251,48.25885017421603,Urban
Sargodha,2011-01-30,Weekly,5.63397212543554,527524.4547038327,48.26266550522648,Urban
Sargodha,2011-02-06,Weekly,5.635540069686411,529046.7526132404,48.26648083623694,Urban
Sargodha,2011-02-13,Weekly,5.637108013937282,530569.050522648,48.27029616724739,Urban
Sargodha,2011-02-20,Weekly,5.638675958188153,532091.3484320557,48.274111498257845,Urban
Sargodha,2011-02-27,Weekly,5.640243902439025,533613.6463414633,48.277926829268296,Urban
Sargodha,2011-03-06,Weekly,5.641811846689896,535135.9442508711,48.281742160278746,Urban
Sargodha,2011-03-13,Weekly,5.643379790940767,536658.2421602787,48.285557491289204,Urban
Sargodha,2011-03-20,Weekly,5.6449477351916375,538180.5400696864,48.289372822299654,Urban
Sargodha,2011-03-27,Weekly,5.646515679442508,539702.8379790941,48.293188153310105,Urban
Sargodha,2011-04-03,Weekly,5.648083623693379,541225.1358885018,48.29700348432056,Urban
Sargodha,2011-04-10,Weekly,5.649651567944251,542747.4337979094,48.30081881533101,Urban
Sargodha,2011-04-17,Weekly,5.651219512195122,544269.731707317,48.30463414634146,Urban
Sargodha,2011-04-24,Weekly,5.652787456445993,545792.0296167247,48.30844947735192,Urban
Sargodha,2011-05-01,Weekly,5.654355400696864,547314.3275261323,48.31226480836237,Urban
Sargodha,2011-05-08,Weekly,5.655923344947735,548836.62543554,48.31608013937282,Urban
Sargodha,2011-05-15,Weekly,5.657491289198607,550358.9233449477,48.31989547038328,Urban
Sargodha,2011-05-22,Weekly,5.659059233449478,551881.2212543554,48.32371080139373,Urban
Sargodha,2011-05-29,Weekly,5.6606271777003485,553403.519163763,48.32752613240418,Urban
Sargodha,2011-06-05,Weekly,5.662195121951219,554925.8170731708,48.33134146341464,Urban
Sargodha,2011-06-12,Weekly,5.66376306620209,556448.1149825784,48.33515679442509,Urban
Sargodha,2011-06-19,Weekly,5.665331010452961,557970.4128919861,48.33897212543554,Urban
Sargodha,2011-06-26,Weekly,5.666898954703833,559492.7108013937,48.342787456446,Urban
Sargodha,2011-07-03,Weekly,5.668466898954704,561015.0087108014,48.34660278745645,Urban
Sargodha,2011-07-10,Weekly,5.670034843205575,562537.306620209,48.3504181184669,Urban
Sargodha,2011-07-17,Weekly,5.671602787456446,564059.6045296167,48.354233449477356,Urban
Sargodha,2011-07-24,Weekly,5.673170731707317,565581.9024390243,48.358048780487806,Urban
Sargodha,2011-07-31,Weekly,5.674738675958189,567104.2003484321,48.36186411149826,Urban
Sargodha,2011-08-07,Weekly,5.6763066202090595,568626.4982578397,48.365679442508714,Urban
Sargodha,2011-08-14,Weekly,5.67787456445993,570148.7961672473,48.369494773519165,Urban
Sargodha,2011-08-21,Weekly,5.679442508710801,571671.0940766551,48.373310104529615,Urban
Sargodha,2011-08-28,Weekly,5.681010452961672,573193.3919860628,48.37712543554007,Urban
Sargodha,2011-09-04,Weekly,5.682578397212543,574715.6898954704,48.38094076655052,Urban
Sargodha,2011-09-11,Weekly,5.684146341463415,576237.987804878,48.38475609756098,Urban
Sargodha,2011-09-18,Weekly,5.685714285714286,577760.2857142857,48.38857142857143,Urban
Sargodha,2011-09-25,Weekly,5.687282229965157,579282.5836236933,48.39238675958188,Urban
Sargodha,2011-10-02,Weekly,5.688850174216028,580804.881533101,48.39620209059234,Urban
Sargodha,2011-10-09,Weekly,5.690418118466899,582327.1794425086,48.40001742160279,Urban
Sargodha,2011-10-16,Weekly,5.69198606271777,583849.4773519164,48.40383275261324,Urban
Sargodha,2011-10-23,Weekly,5.6935540069686414,585371.775261324,48.4076480836237,Urban
Sargodha,2011-10-30,Weekly,5.695121951219512,586894.0731707317,48.41146341463415,Urban
Sargodha,2011-11-06,Weekly,5.696689895470383,588416.3710801394,48.4152787456446,Urban
Sargodha,2011-11-13,Weekly,5.698257839721254,589938.6689895471,48.41909407665506,Urban
Sargodha,2011-11-20,Weekly,5.699825783972125,591460.9668989547,48.42290940766551,Urban
Sargodha,2011-11-27,Weekly,5.701393728222996,592983.2648083623,48.42672473867596,Urban
Sargodha,2011-12-04,Weekly,5.702961672473868,594505.56271777,48.430540069686415,Urban
Sargodha,2011-12-11,Weekly,5.704529616724739,596027.8606271776,48.434355400696866,Urban
Sargodha,2011-12-18,Weekly,5.70609756097561,597550.1585365853,48.43817073170732,Urban
Sargodha,2011-12-25,Weekly,5.707665505226481,599072.456445993,48.441986062717774,Urban
Sargodha,2012-01-01,Weekly,5.709233449477352,600594.7543554007,48.445801393728225,Urban
Sargodha,2012-01-08,Weekly,5.710801393728223,602117.0522648083,48.449616724738675,Urban
Sargodha,2012-01-15,Weekly,5.712369337979094,603639.3501742161,48.45343205574913,Urban
Sargodha,2012-01-22,Weekly,5.713937282229965,605161.6480836237,48.45724738675958,Urban
Sargodha,2012-01-29,Weekly,5.715505226480836,606683.9459930314,48.461062717770034,Urban
Sargodha,2012-02-05,Weekly,5.717073170731707,608206.243902439,48.46487804878049,Urban
Sargodha,2012-02-12,Weekly,5.718641114982578,609728.5418118467,48.46869337979094,Urban
Sargodha,2012-02-19,Weekly,5.72020905923345,611250.8397212543,48.47250871080139,Urban
Sargodha,2012-02-26,Weekly,5.721777003484321,612773.137630662,48.47632404181185,Urban
Sargodha,2012-03-04,Weekly,5.723344947735192,614295.4355400696,48.4801393728223,Urban
Sargodha,2012-03-11,Weekly,5.724912891986063,615817.7334494774,48.48395470383275,Urban
Sargodha,2012-03-18,Weekly,5.7264808362369335,617340.031358885,48.48777003484321,Urban
Sargodha,2012-03-25,Weekly,5.728048780487805,618862.3292682926,48.49158536585366,Urban
Sargodha,2012-04-01,Weekly,5.729616724738676,620384.6271777004,48.49540069686412,Urban
Sargodha,2012-04-08,Weekly,5.731184668989547,621906.925087108,48.49921602787457,Urban
Sargodha,2012-04-15,Weekly,5.732752613240418,623429.2229965157,48.50303135888502,Urban
Sargodha,2012-04-22,Weekly,5.734320557491289,624951.5209059233,48.506846689895475,Urban
Sargodha,2012-04-29,Weekly,5.73588850174216,626473.818815331,48.510662020905926,Urban
Sargodha,2012-05-06,Weekly,5.737456445993032,627996.1167247386,48.514477351916376,Urban
Sargodha,2012-05-13,Weekly,5.739024390243903,629518.4146341463,48.518292682926834,Urban
Sargodha,2012-05-20,Weekly,5.740592334494774,631040.7125435539,48.522108013937284,Urban
Sargodha,2012-05-27,Weekly,5.7421602787456445,632563.0104529617,48.525923344947735,Urban
Sargodha,2012-06-03,Weekly,5.743728222996515,634085.3083623693,48.52973867595819,Urban
Sargodha,2012-06-10,Weekly,5.745296167247387,635607.606271777,48.53355400696864,Urban
Sargodha,2012-06-17,Weekly,5.746864111498258,637129.9041811847,48.537369337979094,Urban
Sargodha,2012-06-24,Weekly,5.748432055749129,638652.2020905924,48.54118466898955,Urban
Sargodha,2012-07-01,Weekly,5.75,640174.5,48.545,Urban
Sargodha,2012-07-08,Weekly,5.751567944250871,641696.7979094076,48.54881533101045,Urban
Sargodha,2012-07-15,Weekly,5.753135888501742,643219.0958188153,48.55263066202091,Urban
Sargodha,2012-07-22,Weekly,5.754703832752614,644741.3937282229,48.55644599303136,Urban
Sargodha,2012-07-29,Weekly,5.756271777003485,646263.6916376306,48.56026132404181,Urban
Sargodha,2012-08-05,Weekly,5.7578397212543555,647785.9895470383,48.56407665505227,Urban
Sargodha,2012-08-12,Weekly,5.759407665505226,649308.287456446,48.56789198606272,Urban
Sargodha,2012-08-19,Weekly,5.760975609756097,650830.5853658536,48.57170731707317,Urban
Sargodha,2012-08-26,Weekly,5.762543554006968,652352.8832752614,48.57552264808363,Urban
Sargodha,2012-09-02,Weekly,5.76411149825784,653875.181184669,48.57933797909408,Urban
Sargodha,2012-09-09,Weekly,5.765679442508711,655397.4790940767,48.58315331010453,Urban
Sargodha,2012-09-16,Weekly,5.767247386759582,656919.7770034843,48.586968641114986,Urban
Sargodha,2012-09-23,Weekly,5.768815331010453,658442.074912892,48.590783972125436,Urban
Sargodha,2012-09-30,Weekly,5.770383275261324,659964.3728222996,48.594599303135894,Urban
Sargodha,2012-10-07,Weekly,5.771951219512195,661486.6707317072,48.598414634146344,Urban
Sargodha,2012-10-14,Weekly,5.7735191637630665,663008.9686411149,48.602229965156795,Urban
Sargodha,2012-10-21,Weekly,5.775087108013937,664531.2665505226,48.60604529616725,Urban
Sargodha,2012-10-28,Weekly,5.776655052264808,666053.5644599303,48.6098606271777,Urban
Sargodha,2012-11-04,Weekly,5.778222996515679,667575.8623693379,48.61367595818815,Urban
Sargodha,2012-11-11,Weekly,5.77979094076655,669098.1602787457,48.61749128919861,Urban
Sargodha,2012-11-18,Weekly,5.781358885017422,670620.4581881533,48.62130662020906,Urban
Sargodha,2012-11-25,Weekly,5.782926829268293,672142.756097561,48.62512195121951,Urban
Sargodha,2012-12-02,Weekly,5.784494773519164,673665.0540069686,48.62893728222997,Urban
Sargodha,2012-12-09,Weekly,5.786062717770035,675187.3519163763,48.63275261324042,Urban
Sargodha,2012-12-16,Weekly,5.787630662020906,676709.6498257839,48.63656794425087,Urban
Sargodha,2012-12-23,Weekly,5.789198606271777,678231.9477351916,48.64038327526133,Urban
Sargodha,2012-12-30,Weekly,5.790766550522648,679754.2456445992,48.64419860627178,Urban
Sargodha,2013-01-06,Weekly,5.792334494773519,681276.543554007,48.64801393728223,Urban
Sargodha,2013-01-13,Weekly,5.79390243902439,682798.8414634146,48.65182926829269,Urban
Sargodha,2013-01-20,Weekly,5.795470383275261,684321.1393728222,48.65564459930314,Urban
Sargodha,2013-01-27,Weekly,5.797038327526132,685843.43728223,48.65945993031359,Urban
Sargodha,2013-02-03,Weekly,5.798606271777004,687365.7351916377,48.663275261324046,Urban
Sargodha,2013-02-10,Weekly,5.800174216027875,688888.0331010453,48.667090592334496,Urban
Sargodha,2013-02-17,Weekly,5.801742160278746,690410.3310104529,48.67090592334495,Urban
Sargodha,2013-02-24,Weekly,5.803310104529617,691932.6289198606,48.674721254355404,Urban
Sargodha,2013-03-03,Weekly,5.804878048780488,693454.9268292682,48.678536585365855,Urban
Sargodha,2013-03-10,Weekly,5.8064459930313586,694977.2247386759,48.682351916376305,Urban
Sargodha,2013-03-17,Weekly,5.80801393728223,696499.5226480836,48.68616724738676,Urban
Sargodha,2013-03-24,Weekly,5.809581881533101,698021.8205574913,48.68998257839721,Urban
Sargodha,2013-03-31,Weekly,5.811149825783972,699544.1184668989,48.693797909407664,Urban
Sargodha,2013-04-07,Weekly,5.812717770034843,701066.4163763067,48.69761324041812,Urban
Sargodha,2013-04-14,Weekly,5.814285714285714,702588.7142857143,48.70142857142857,Urban
Sargodha,2013-04-21,Weekly,5.815853658536586,704111.012195122,48.70524390243902,Urban
Sargodha,2013-04-28,Weekly,5.817421602787457,705633.3101045296,48.70905923344948,Urban
Sargodha,2013-05-05,Weekly,5.818989547038328,707155.6080139372,48.71287456445993,Urban
Sargodha,2013-05-12,Weekly,5.820557491289199,708677.9059233449,48.71668989547039,Urban
Sargodha,2013-05-19,Weekly,5.82212543554007,710200.2038327525,48.72050522648084,Urban
Sargodha,2013-05-26,Weekly,5.8236933797909405,711722.5017421602,48.72432055749129,Urban
Sargodha,2013-06-02,Weekly,5.825261324041811,713244.7996515679,48.72813588850175,Urban
Sargodha,2013-06-09,Weekly,5.826829268292683,714767.0975609756,48.7319512195122,Urban
Sargodha,2013-06-16,Weekly,5.828397212543554,716289.3954703832,48.73576655052265,Urban
Sargodha,2013-06-23,Weekly,5.829965156794425,717811.693379791,48.739581881533105,Urban
Sargodha,2013-06-30,Weekly,5.831533101045296,719333.9912891986,48.743397212543556,Urban
Sargodha,2013-07-07,Weekly,5.833101045296167,720856.2891986063,48.74721254355401,Urban
Sargodha,2013-07-14,Weekly,5.834668989547039,722378.5871080139,48.751027874564464,Urban
Sargodha,2013-07-21,Weekly,5.83623693379791,723900.8850174216,48.754843205574915,Urban
Sargodha,2013-07-28,Weekly,5.837804878048781,725423.1829268292,48.758658536585365,Urban
Sargodha,2013-08-04,Weekly,5.8393728222996515,726945.4808362368,48.76247386759582,Urban
Sargodha,2013-08-11,Weekly,5.840940766550522,728467.7787456446,48.76628919860627,Urban
Sargodha,2013-08-18,Weekly,5.842508710801393,729990.0766550523,48.770104529616724,Urban
Sargodha,2013-08-25,Weekly,5.844076655052265,731512.3745644599,48.77391986062718,Urban
Sargodha,2013-09-01,Weekly,5.845644599303136,733034.6724738675,48.77773519163763,Urban
Sargodha,2013-09-08,Weekly,5.847212543554007,734556.9703832752,48.78155052264808,Urban
Sargodha,2013-09-15,Weekly,5.848780487804878,736079.268292683,48.78536585365854,Urban
Sargodha,2013-09-22,Weekly,5.850348432055749,737601.5662020906,48.78918118466899,Urban
Sargodha,2013-09-29,Weekly,5.851916376306621,739123.8641114982,48.79299651567944,Urban
Sargodha,2013-10-06,Weekly,5.853484320557492,740646.1620209059,48.7968118466899,Urban
Sargodha,2013-10-13,Weekly,5.8550522648083625,742168.4599303135,48.80062717770035,Urban
Sargodha,2013-10-20,Weekly,5.856620209059233,743690.7578397213,48.8044425087108,Urban
Sargodha,2013-10-27,Weekly,5.858188153310104,745213.0557491289,48.80825783972126,Urban
Sargodha,2013-11-03,Weekly,5.859756097560975,746735.3536585366,48.81207317073171,Urban
Sargodha,2013-11-10,Weekly,5.861324041811847,748257.6515679442,48.815888501742165,Urban
Sargodha,2013-11-17,Weekly,5.862891986062718,749779.9494773519,48.819703832752616,Urban
Sargodha,2013-11-24,Weekly,5.864459930313589,751302.2473867596,48.823519163763066,Urban
Sargodha,2013-12-01,Weekly,5.86602787456446,752824.5452961673,48.827334494773524,Urban
Sargodha,2013-12-08,Weekly,5.867595818815331,754346.8432055749,48.831149825783974,Urban
Sargodha,2013-12-15,Weekly,5.869163763066203,755869.1411149825,48.834965156794425,Urban
Sargodha,2013-12-22,Weekly,5.8707317073170735,757391.4390243902,48.83878048780488,Urban
Sargodha,2013-12-29,Weekly,5.872299651567944,758913.7369337978,48.84259581881533,Urban
Sargodha,2014-01-05,Weekly,5.873867595818815,760436.0348432056,48.846411149825784,Urban
Sargodha,2014-01-12,Weekly,5.875435540069686,761958.3327526132,48.85022648083624,Urban
Sargodha,2014-01-19,Weekly,5.877003484320557,763480.6306620209,48.85404181184669,Urban
Sargodha,2014-01-26,Weekly,5.878571428571429,765002.9285714285,48.85785714285714,Urban
Sargodha,2014-02-02,Weekly,5.8801393728223,766525.2264808362,48.8616724738676,Urban
Sargodha,2014-02-09,Weekly,5.881707317073171,768047.5243902439,48.86548780487805,Urban
Sargodha,2014-02-16,Weekly,5.883275261324042,769569.8222996516,48.8693031358885,Urban
Sargodha,2014-02-23,Weekly,5.884843205574913,771092.1202090592,48.87311846689896,Urban
Sargodha,2014-03-02,Weekly,5.8864111498257845,772614.4181184669,48.87693379790941,Urban
Sargodha,2014-03-09,Weekly,5.887979094076655,774136.7160278745,48.88074912891986,Urban
Sargodha,2014-03-16,Weekly,5.889547038327526,775659.0139372821,48.88456445993032,Urban
Sargodha,2014-03-23,Weekly,5.891114982578397,777181.3118466899,48.88837979094077,Urban
Sargodha,2014-03-30,Weekly,5.892682926829268,778703.6097560975,48.89219512195122,Urban
Sargodha,2014-04-06,Weekly,5.894250871080139,780225.9076655052,48.896010452961676,Urban
Sargodha,2014-04-13,Weekly,5.89581881533101,781748.2055749128,48.899825783972126,Urban
Sargodha,2014-04-20,Weekly,5.897386759581882,783270.5034843205,48.90364111498258,Urban
Sargodha,2014-04-27,Weekly,5.898954703832753,784792.8013937282,48.907456445993034,Urban
Sargodha,2014-05-04,Weekly,5.900522648083624,786315.0993031359,48.911271777003485,Urban
Sargodha,2014-05-11,Weekly,5.902090592334495,787837.3972125435,48.915087108013935,Urban
Sargodha,2014-05-18,Weekly,5.9036585365853655,789359.6951219512,48.91890243902439,Urban
Sargodha,2014-05-25,Weekly,5.905226480836237,790881.9930313588,48.92271777003484,Urban
Sargodha,2014-06-01,Weekly,5.906794425087108,792404.2909407666,48.926533101045294,Urban
Sargodha,2014-06-08,Weekly,5.908362369337979,793926.5888501742,48.93034843205575,Urban
Sargodha,2014-06-15,Weekly,5.90993031358885,795448.8867595819,48.9341637630662,Urban
Sargodha,2014-06-22,Weekly,5.911498257839721,796971.1846689895,48.93797909407666,Urban
Sargodha,2014-06-29,Weekly,5.913066202090592,798493.4825783971,48.94179442508711,Urban
Sargodha,2014-07-06,Weekly,5.914634146341464,800015.7804878049,48.94560975609756,Urban
Sargodha,2014-07-13,Weekly,5.916202090592335,801538.0783972126,48.94942508710802,Urban
Sargodha,2014-07-20,Weekly,5.917770034843206,803060.3763066202,48.95324041811847,Urban
Sargodha,2014-07-27,Weekly,5.9193379790940766,804582.6742160278,48.95705574912892,Urban
Sargodha,2014-08-03,Weekly,5.9209059233449475,806104.9721254355,48.96087108013938,Urban
Sargodha,2014-08-10,Weekly,5.922473867595819,807627.2700348431,48.96468641114983,Urban
Sargodha,2014-08-17,Weekly,5.92404181184669,809149.5679442509,48.96850174216028,Urban
Sargodha,2014-08-24,Weekly,5.925609756097561,810671.8658536585,48.972317073170736,Urban
Sargodha,2014-08-31,Weekly,5.927177700348432,812194.1637630662,48.976132404181186,Urban
Sargodha,2014-09-07,Weekly,5.928745644599303,813716.4616724738,48.97994773519164,Urban
Sargodha,2014-09-14,Weekly,5.930313588850174,815238.7595818815,48.983763066202094,Urban
Sargodha,2014-09-21,Weekly,5.931881533101046,816761.0574912892,48.987578397212545,Urban
Sargodha,2014-09-28,Weekly,5.933449477351917,818283.3554006969,48.991393728222995,Urban
Sargodha,2014-10-05,Weekly,5.935017421602788,819805.6533101045,48.99520905923345,Urban
Sargodha,2014-10-12,Weekly,5.9365853658536585,821327.9512195121,48.9990243902439,Urban
Sargodha,2014-10-19,Weekly,5.938153310104529,822850.2491289198,49.002839721254354,Urban
Sargodha,2014-10-26,Weekly,5.939721254355401,824372.5470383274,49.00665505226481,Urban
Sargodha,2014-11-02,Weekly,5.941289198606272,825894.8449477352,49.01047038327526,Urban
Sargodha,2014-11-09,Weekly,5.942857142857143,827417.1428571428,49.01428571428571,Urban
Sargodha,2014-11-16,Weekly,5.944425087108014,828939.4407665505,49.01810104529617,Urban
Sargodha,2014-11-23,Weekly,5.945993031358885,830461.7386759581,49.02191637630662,Urban
Sargodha,2014-11-30,Weekly,5.947560975609756,831984.0365853658,49.02573170731707,Urban
Sargodha,2014-12-07,Weekly,5.949128919860628,833506.3344947735,49.02954703832753,Urban
Sargodha,2014-12-14,Weekly,5.950696864111499,835028.6324041812,49.03336236933798,Urban
Sargodha,2014-12-21,Weekly,5.9522648083623695,836550.9303135888,49.03717770034844,Urban
Sargodha,2014-12-28,Weekly,5.95383275261324,838073.2282229965,49.04099303135889,Urban
Sargodha,2015-01-04,Weekly,5.955400696864111,839595.5261324041,49.04480836236934,Urban
Sargodha,2015-01-11,Weekly,5.956968641114983,841117.8240418119,49.048623693379795,Urban
Sargodha,2015-01-18,Weekly,5.958536585365854,842640.1219512195,49.052439024390246,Urban
Sargodha,2015-01-25,Weekly,5.960104529616725,844162.4198606272,49.0562543554007,Urban
Sargodha,2015-02-01,Weekly,5.961672473867596,845684.7177700348,49.060069686411154,Urban
Sargodha,2015-02-08,Weekly,5.963240418118467,847207.0156794424,49.063885017421605,Urban
Sargodha,2015-02-15,Weekly,5.964808362369338,848729.3135888502,49.067700348432055,Urban
Sargodha,2015-02-22,Weekly,5.966376306620209,850251.6114982578,49.07151567944251,Urban
Sargodha,2015-03-01,Weekly,5.9679442508710805,851773.9094076655,49.07533101045296,Urban
Sargodha,2015-03-08,Weekly,5.969512195121951,853296.2073170731,49.079146341463414,Urban
Sargodha,2015-03-15,Weekly,5.971080139372822,854818.5052264808,49.08296167247387,Urban
Sargodha,2015-03-22,Weekly,5.972648083623693,856340.8031358884,49.08677700348432,Urban
Sargodha,2015-03-29,Weekly,5.974216027874564,857863.1010452962,49.09059233449477,Urban
Sargodha,2015-04-05,Weekly,5.975783972125436,859385.3989547038,49.09440766550523,Urban
Sargodha,2015-04-12,Weekly,5.977351916376307,860907.6968641115,49.09822299651568,Urban
Sargodha,2015-04-19,Weekly,5.978919860627178,862429.9947735191,49.10203832752613,Urban
Sargodha,2015-04-26,Weekly,5.980487804878049,863952.2926829268,49.10585365853659,Urban
Sargodha,2015-05-03,Weekly,5.98205574912892,865474.5905923345,49.10966898954704,Urban
Sargodha,2015-05-10,Weekly,5.983623693379791,866996.8885017422,49.11348432055749,Urban
Sargodha,2015-05-17,Weekly,5.985191637630662,868519.1864111498,49.11729965156795,Urban
Sargodha,2015-05-24,Weekly,5.986759581881533,870041.4843205574,49.1211149825784,Urban
Sargodha,2015-05-31,Weekly,5.988327526132404,871563.7822299651,49.12493031358885,Urban
Sargodha,2015-06-07,Weekly,5.989895470383275,873086.0801393727,49.128745644599306,Urban
Sargodha,2015-06-14,Weekly,5.991463414634146,874608.3780487805,49.132560975609756,Urban
Sargodha,2015-06-21,Weekly,5.993031358885018,876130.6759581881,49.13637630662021,Urban
Sargodha,2015-06-28,Weekly,5.994599303135889,877652.9738675958,49.140191637630664,Urban
Sargodha,2015-07-05,Weekly,5.99616724738676,879175.2717770034,49.144006968641115,Urban
Sargodha,2015-07-12,Weekly,5.997735191637631,880697.5696864111,49.147822299651565,Urban
Sargodha,2015-07-19,Weekly,5.999303135888502,882219.8675958188,49.15163763066202,Urban
